date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:10	1376/1376	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Feb%202021%2005:17:37%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/wp-embed.min.js	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/wp-embed.min.js	(from https://www.dibiz.com/en)
09:33:10	15747/15747	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2026%20Feb%202021%2007:37:28%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/js_composer_front.min.js	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/js_composer_front.min.js	(from https://www.dibiz.com/en)
09:33:10	36872/36872	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Feb%202021%2010:42:03%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/bootstrap.min.js	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/bootstrap.min.js	(from https://www.dibiz.com/en)
09:33:10	1435/1435	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Feb%202021%2002:26:30%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/jquery_003.js	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/jquery_003.js	(from https://www.dibiz.com/en)
09:33:11	3246/3246	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Feb%202021%2010:42:03%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/jquery_002.js	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/jquery_002.js	(from https://www.dibiz.com/en)
09:33:15	163716/163716	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2026%20Feb%202021%2005:34:26%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/slide-chef.jpg	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/slide-chef.jpg	(from https://d2105m540nvnaz.cloudfront.net/assets/home-bfab9fee0bd88831e62b5e5062b311056daf724e64eeb6b07daed8081d47b33e.css)
09:33:17	163716/163716	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2027%20Feb%202021%2004:03:17%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/slide.jpg	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/slide.jpg	(from https://d2105m540nvnaz.cloudfront.net/assets/home-bfab9fee0bd88831e62b5e5062b311056daf724e64eeb6b07daed8081d47b33e.css)
09:33:19	38786/38786	---MCZ	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2007:45:00%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/home/features-section-main-image-wrap.png	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/home/features-section-main-image-wrap.png	(from https://d2105m540nvnaz.cloudfront.net/assets/home-bfab9fee0bd88831e62b5e5062b311056daf724e64eeb6b07daed8081d47b33e.css)
09:33:19	13802/13802	---MCZ	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2005:18:58%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/pricing/shadow-left.png	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/pricing/shadow-left.png	(from https://d2105m540nvnaz.cloudfront.net/assets/home-bfab9fee0bd88831e62b5e5062b311056daf724e64eeb6b07daed8081d47b33e.css)
09:33:19	13507/13507	---MCZ	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2008:05:41%20GMT	https://d2105m540nvnaz.cloudfront.net/assets/pricing/shadow-right.png	C:/My%20Web%20Sites/home/d2105m540nvnaz.cloudfront.net/assets/pricing/shadow-right.png	(from https://d2105m540nvnaz.cloudfront.net/assets/home-bfab9fee0bd88831e62b5e5062b311056daf724e64eeb6b07daed8081d47b33e.css)
